date,bitcoin_var,dow_var,euro_stoxx50_var,nasdaq_var,nikkei_var,oro_var,petroleo_var,shangai_stock_exchange_var,sp_500_var
2018-05-08,0.18,2.7,0.59,0.04,0.11,-4.0,-1.03,0.0,0.15
2018-04-08,-5.46,-1.23,0.04,0.22,0.56,0.62,-0.28,0.76,0.23
2018-03-08,-1.55,-0.93,-1.37,-0.07,-0.26,0.55,-2.72,0.47,0.15
2018-02-08,-0.93,0.3,-0.02,-0.13,-0.08,-0.35,0.93,0.0,-0.86
2018-01-08,-1.59,-1.4,0.62,1.34,-0.05,0.22,-2.02,-0.33,0.88
2018-07-31,-5.48,-3.9,-1.07,0.54,-0.04,1.3,1.62,-0.59,-0.81
2018-07-30,-0.47,-2.8,-0.27,0.63,-0.48,0.43,0.57,0.36,0.03
2018-07-29,-0.22,-3.62,-0.05,0.47,0.52,-0.21,-2.35,0.4,0.16
2018-07-28,0.57,11.93,0.36,-0.33,-0.38,0.23,3.02,1.01,-0.05
2018-07-27,3.15,-2.17,1.46,-0.73,0.02,-0.4,0.66,0.37,-0.06
2018-07-26,-2.9,-2.4,-0.39,-1.22,-0.95,0.39,-1.62,-0.24,-0.67
2018-07-25,-2.78,2.8,0.41,-0.03,0.24,-0.08,-0.08,-0.4,0.83
2018-07-24,8.86,-0.82,0.05,0.3,-0.27,0.67,-2.52,0.0,0.03
2018-07-23,4.19,-2.12,-0.47,-0.14,1.6,0.24,0.47,-0.27,-0.22
2018-07-22,0.05,2.47,-0.03,-0.62,1.07,-0.78,-1.96,-0.5,-0.1
2018-07-21,0.95,0.23,-0.35,1.55,-0.14,-0.24,0.79,-0.26,0.45
2018-07-20,-1.85,0.17,1.45,-0.2,-0.02,0.27,-0.45,-0.36,-0.1
2018-07-19,1.27,-2.74,-0.85,0.47,-0.02,0.8,-0.38,0.0,-0.08
2018-07-18,0.84,0.72,-1.82,0.88,-0.0,1.25,1.12,0.0,0.03
2018-07-17,8.8,-0.6,-0.07,1.96,-0.64,-0.12,-1.13,0.0,0.16
2018-07-16,5.77,0.0,-0.66,0.57,0.36,0.02,0.87,0.0,-0.28
2018-07-15,1.73,0.3,0.51,0.55,0.66,-0.74,-2.01,-0.59,-0.12
2018-07-14,0.4,2.92,-0.34,-0.55,-0.33,-0.29,0.93,0.46,0.37
2018-07-13,-0.33,0.0,0.04,0.33,0.02,-0.06,1.37,0.4,0.76
2018-12-07,-2.17,1.0,-0.18,0.34,0.43,0.42,0.59,-0.72,-0.05
2018-11-07,1.3,1.41,-0.53,-0.24,0.19,-0.14,1.8,-0.65,-0.12
2018-10-07,-5.4,-2.46,1.01,-0.89,-1.32,0.67,3.34,0.0,0.03
2018-09-07,-0.71,-0.02,0.52,0.77,-0.53,0.85,1.25,-0.65,0.44
2018-08-07,-0.75,0.02,-0.61,-0.38,0.25,-0.06,-2.18,0.0,0.25
2018-07-07,2.23,-0.27,-0.3,0.03,-0.07,-0.17,-0.7,-0.39,0.18
2018-06-07,1.09,0.45,0.39,0.7,-0.39,-0.04,1.55,0.35,0.52
2018-05-07,-0.79,0.45,-1.17,1.05,0.31,0.67,0.83,-0.23,0.68
2018-04-07,1.3,-1.15,0.62,0.01,0.29,0.26,-1.12,0.0,0.37
2018-03-07,-1.6,0.76,0.42,-0.95,-0.26,0.02,1.0,0.0,-1.82
2018-02-07,3.97,-0.15,-0.15,-0.59,0.84,0.62,1.3,1.47,-0.07
2018-01-07,-0.5,1.51,-0.71,0.33,1.46,0.51,1.0,0.46,0.48
2018-06-30,2.99,-0.91,-0.34,0.52,0.7,0.8,1.44,-0.62,-0.15
2018-06-29,5.61,1.34,0.7,0.67,0.56,-0.21,0.38,0.0,-0.22
2018-06-28,-4.41,0.48,0.35,0.0,0.03,0.27,-2.83,-0.39,0.11
2018-06-27,1.2,0.26,-0.19,-0.42,-0.29,0.13,0.86,-0.19,-0.1
2018-06-26,-2.79,0.8,-0.5,-1.3,-0.19,0.28,-4.24,0.98,0.0
2018-06-25,1.66,5.14,-0.0,-0.07,1.1,-1.1,0.13,0.26,0.41
2018-06-24,-0.21,-0.44,-0.15,0.22,1.08,0.22,2.24,-0.65,0.06
2018-06-23,1.84,0.63,-0.06,-0.8,-0.18,5.41,2.47,0.26,-0.13
2018-06-22,-9.99,-0.48,-0.23,-0.12,1.55,-4.91,0.42,0.0,0.12
2018-06-21,-0.55,0.08,0.52,-0.62,1.03,-1.76,1.13,-1.07,0.17
2018-06-20,0.19,1.0,-0.29,0.29,-0.01,-0.28,1.98,0.62,-0.19
2018-06-19,0.49,1.29,0.7,-1.25,0.07,-0.23,0.86,0.2,0.06
2018-06-18,4.02,-0.19,-0.63,-1.4,0.35,0.18,0.63,0.0,-0.05
2018-06-17,-0.7,-1.02,-1.57,0.11,0.63,0.05,0.49,0.86,0.61
2018-06-16,1.49,-1.49,0.0,0.77,-0.52,-0.75,-1.62,-0.2,1.08
2018-06-15,-3.56,0.63,0.12,-0.3,-0.49,0.55,-2.19,-0.59,-0.3
2018-06-14,5.3,0.87,0.39,1.37,-0.68,0.25,-1.21,0.0,0.76
2018-06-13,-3.75,1.66,-0.61,0.1,-1.04,0.14,0.63,0.0,-0.17
2018-12-06,-4.76,4.18,-0.09,0.03,-0.27,-0.27,-0.6,0.26,-0.29
2018-11-06,1.64,3.42,0.19,1.42,-0.01,-0.73,-3.72,-0.29,0.86
2018-10-06,-9.85,1.37,-0.46,-0.83,0.73,0.13,0.82,-0.75,-0.68
2018-09-06,-1.4,4.54,0.85,-0.46,0.36,-1.59,0.55,0.0,-0.38
2018-08-06,-0.98,1.35,1.16,-0.52,-1.4,0.52,0.42,0.23,-0.14
2018-07-06,0.48,-5.43,0.22,0.2,0.27,-0.02,-0.17,-0.74,0.07
2018-06-06,0.39,-0.4,0.52,0.13,-0.91,-0.18,-5.13,0.0,-0.08
2018-05-06,1.69,-0.21,0.0,0.06,0.02,-0.59,1.67,-0.45,0.19
2018-04-06,-2.91,-2.34,-0.1,0.67,0.37,-1.0,-0.55,0.19,-0.31
2018-03-06,1.08,-0.95,-0.43,-0.41,-0.81,-0.32,-1.45,0.26,0.06
2018-02-06,1.54,1.64,-0.12,-0.78,-0.8,1.06,0.08,1.27,-0.16
2018-01-06,0.38,-2.06,0.16,0.09,0.08,0.18,-2.7,-0.62,-0.23
2018-05-31,1.39,-1.69,3.99,1.05,1.14,0.74,-0.62,0.42,0.29
2018-05-30,-0.91,3.14,0.01,-0.68,-0.39,-0.39,0.06,-0.26,0.11
2018-05-29,4.89,1.23,0.56,0.19,-1.05,0.7,0.28,0.0,0.73
2018-05-28,-3.36,-1.6,0.33,-1.2,0.93,5.72,1.84,0.49,-0.1
2018-05-27,0.07,0.05,-1.12,0.17,0.23,-0.12,-4.79,0.53,-0.08
2018-05-26,-1.56,-0.07,-0.58,0.04,-2.13,-5.69,-0.21,0.43,-0.11
2018-05-25,-1.52,-0.68,-0.04,-0.06,-0.34,0.86,1.46,0.4,0.19
2018-05-24,1.07,4.78,-0.3,-1.46,-0.35,0.27,0.79,-0.2,-1.24
2018-05-23,-6.17,-1.75,-0.44,-0.16,0.07,-0.18,1.99,0.26,-0.2
2018-05-22,-4.73,1.04,0.18,-0.39,-0.16,-0.44,0.57,-0.89,-0.13
2018-05-21,-1.47,1.75,0.49,0.48,-0.12,0.61,0.84,0.49,-0.16
2018-05-20,3.44,-4.8,-0.26,0.16,0.15,0.05,-0.39,0.2,0.84
2018-05-19,-0.01,-0.55,0.25,-0.1,1.48,-0.52,2.11,0.0,-0.34
2018-05-18,2.27,0.92,-0.8,-0.25,0.34,1.66,0.02,0.23,0.04
2018-05-17,-3.37,6.21,0.56,-0.17,-0.47,0.49,1.06,0.67,0.33
2018-05-16,-1.56,4.21,0.18,0.49,-0.18,0.18,3.16,-0.43,0.08
2018-05-15,-2.27,-2.38,0.29,-0.28,-0.46,0.21,-1.18,0.53,-0.23
2018-05-14,-0.22,-5.33,0.81,-0.6,-0.49,0.41,0.45,-0.27,-0.29
2018-05-13,2.77,-2.4,-0.2,0.38,0.88,0.19,1.54,1.04,-0.33
2018-12-05,0.61,-1.04,-0.23,-0.22,1.44,-0.84,-4.81,0.17,0.05
2018-11-05,-6.84,-1.39,0.92,-1.29,0.06,0.02,0.34,-0.44,-0.59
2018-10-05,-3.15,-1.58,-0.26,1.5,-0.91,-0.12,-2.42,-0.5,1.37
2018-09-05,1.33,1.27,-0.23,-0.06,-0.45,-1.52,-0.99,-0.23,-0.26
2018-08-05,-2.49,-0.16,-0.32,-0.42,-0.04,-0.64,0.74,0.47,0.1
2018-07-05,-2.33,-1.6,0.25,0.0,-0.01,0.11,-1.31,-0.33,0.15
2018-06-05,-2.0,0.91,0.9,0.29,0.68,-0.93,0.12,0.0,0.04
2018-05-05,1.49,-2.89,0.29,-0.18,0.09,0.18,0.67,0.77,-0.11
2018-04-05,-0.42,2.51,-0.47,-0.2,-0.58,0.13,-0.79,1.02,0.6
2018-03-05,5.48,-2.36,-0.02,0.24,-0.47,-0.22,-1.29,0.24,0.17
2018-02-05,1.85,-1.12,0.19,0.13,1.03,-0.72,-0.34,0.0,-0.09
2018-01-05,-1.84,0.94,0.6,0.66,-1.13,-0.82,-3.76,-0.51,0.5
2018-04-30,-1.8,0.5,0.13,0.11,0.41,0.39,-0.46,-0.44,0.4
2018-04-29,0.67,-1.27,-0.07,1.33,2.49,0.09,-1.0,0.85,0.52
2018-04-28,4.6,-0.76,-0.47,0.97,-0.53,-0.76,0.13,-0.67,0.36
2018-04-27,-3.73,-0.02,0.55,0.32,0.51,0.08,-0.54,-0.24,0.58
2018-04-26,4.67,1.67,-0.16,-0.69,-0.35,6.21,0.6,1.02,0.07
2018-04-25,-8.01,2.24,2.13,-0.54,0.31,-5.64,1.61,-0.68,0.02
2018-04-24,7.73,-0.74,0.31,-0.85,0.02,0.69,1.04,-0.4,-0.21
2018-04-23,1.66,-3.75,0.16,-0.47,-1.22,0.29,1.08,0.0,0.73
2018-04-22,-1.3,-4.48,-0.9,-0.11,0.56,1.51,0.24,-1.65,0.06
2018-04-21,0.63,-0.2,-0.16,0.3,-1.69,-0.26,1.57,-0.49,0.03
2018-04-20,6.95,-0.83,-0.0,3.46,-0.51,0.33,-0.71,-0.59,-0.09
2018-04-19,1.37,-1.27,0.81,-0.26,0.34,0.37,0.5,-1.45,-0.6
2018-04-18,3.41,-2.03,0.11,-0.68,1.81,-0.7,1.7,1.08,-0.09
2018-04-17,-2.0,0.25,-0.07,0.72,1.43,0.31,2.36,-0.29,-0.07
2018-04-16,-3.51,-1.77,-0.38,0.57,-0.55,0.22,1.34,0.52,0.8
2018-04-15,4.49,2.12,0.45,0.94,-1.29,0.23,-0.5,-0.26,0.66
2018-04-14,1.48,1.03,0.11,-0.06,0.34,-0.66,0.57,-1.48,-0.27
2018-04-13,-0.49,2.29,1.05,0.45,0.94,-0.15,-0.71,-0.89,0.34
2018-12-04,13.85,1.49,-0.21,-0.28,0.43,0.01,1.48,0.74,-0.36
2018-11-04,1.56,-2.6,1.23,0.39,-1.48,0.53,-1.82,-0.95,0.18
2018-10-04,1.08,0.53,0.07,-1.06,-1.0,0.14,-1.15,0.74,-0.3
2018-09-04,-3.54,-1.58,-0.08,0.46,0.8,-0.23,0.06,0.45,0.18
2018-08-04,1.81,-0.02,-1.06,-0.47,-1.19,0.19,-0.23,1.17,-0.21
2018-07-04,4.25,0.43,0.6,0.77,0.33,0.9,2.39,0.49,0.28
2018-06-04,-2.33,0.75,-0.16,-0.84,-0.79,0.27,-1.4,0.0,0.0
2018-05-04,-0.4,-3.57,0.87,-1.01,-0.34,0.22,-0.19,0.79,-0.35
2018-04-04,-8.29,-1.03,-0.98,1.21,-0.37,2.06,-1.6,0.9,0.35
2018-03-04,5.03,0.23,-1.23,-0.12,2.51,-0.16,-1.99,-0.53,-0.08
2018-02-04,3.56,-0.88,-0.48,1.56,-0.16,-0.02,-5.38,0.33,0.57
2018-01-04,-1.63,0.24,-0.21,-0.66,-1.32,0.2,-0.11,0.0,0.85
2018-03-31,1.23,0.3,1.36,0.16,-0.01,-0.13,-0.24,-0.23,-0.46
2018-03-30,-3.86,-0.58,0.26,-0.49,0.03,-0.48,1.37,0.43,-0.03
2018-03-29,-10.38,0.45,-0.8,-0.28,-0.16,-0.45,-2.27,1.01,-0.84
2018-03-28,1.96,1.45,0.28,0.54,-0.09,-0.73,-0.33,1.02,0.22
2018-03-27,-4.2,1.41,-0.11,-0.06,-0.26,-0.11,-0.07,-0.54,0.13
2018-03-26,-3.89,0.04,0.27,-0.41,0.53,-0.39,0.11,0.34,-0.19
2018-03-25,-0.87,-0.61,-0.29,-0.76,-0.05,-1.29,-0.84,0.0,-0.25
2018-03-24,-4.14,0.33,-0.9,0.46,0.66,-0.24,1.6,-0.27,0.36
2018-03-23,2.18,0.91,1.15,-0.53,0.1,-0.36,-0.87,1.06,0.2
2018-03-22,-2.02,0.23,-0.64,-0.8,0.02,0.05,0.17,-0.58,-0.18
2018-03-21,-0.08,-1.29,0.05,0.51,0.5,0.5,0.33,0.55,0.39
2018-03-20,3.43,-1.85,-0.08,-1.44,0.84,1.4,0.73,-0.17,-0.81
2018-03-19,5.07,0.08,-0.37,0.68,1.23,-0.45,0.07,0.0,0.65
2018-03-18,4.14,0.68,0.14,0.25,1.45,6.54,0.47,-0.37,-0.11
2018-03-17,-5.0,0.75,-0.03,1.25,0.74,0.07,-0.17,-0.44,0.59
2018-03-16,0.3,0.36,0.08,0.24,0.47,-6.22,0.51,0.0,0.22
2018-03-15,0.66,0.97,0.19,1.64,-0.82,-0.25,-1.73,1.33,1.32
2018-03-14,-10.32,0.72,0.55,2.56,-0.47,0.65,1.62,0.52,0.34
2018-03-13,0.19,1.15,0.57,1.53,1.12,0.71,1.26,0.0,0.58
2018-12-03,-4.12,-1.31,-0.21,0.52,0.01,0.0,0.33,-0.24,0.04
2018-11-03,8.76,-0.18,0.01,-0.84,-0.27,-0.73,-1.58,1.46,-0.35
2018-10-03,-4.94,0.67,0.14,-1.35,-0.13,-0.07,-1.52,-0.66,-0.27
2018-09-03,-0.89,0.61,0.14,0.6,0.26,-0.22,0.54,0.0,0.13
2018-08-03,-6.09,-0.53,-0.04,-1.69,0.94,0.14,-0.63,0.0,-0.53
2018-07-03,-7.23,-0.99,-0.26,0.54,0.31,0.24,2.03,-0.21,0.39
2018-06-03,-5.78,0.53,0.66,-0.37,0.77,0.85,0.34,0.38,0.08
2018-05-03,-0.75,1.01,-0.04,-0.59,0.59,0.12,-1.02,1.16,0.22
2018-04-03,0.12,-0.43,0.29,0.18,0.0,0.86,-1.13,0.0,0.75
2018-03-03,5.31,-1.83,1.18,1.53,1.1,-0.18,1.95,0.42,-0.24
2018-02-03,-0.7,0.1,-0.77,0.23,-0.03,1.21,-0.81,-0.46,0.47
2018-01-03,5.52,2.39,1.18,0.36,1.71,0.37,0.82,0.28,-0.16
2018-02-28,-2.46,-0.47,0.05,-0.39,0.18,-0.09,0.63,-1.29,0.75
2018-02-27,3.01,-0.92,0.37,-2.57,6.72,-0.64,2.04,-0.28,-0.01
2018-02-26,7.3,-0.58,1.39,-0.98,-5.36,-1.0,0.57,0.63,-0.14
2018-02-25,-1.23,-0.08,1.34,0.25,-0.03,-0.37,-2.67,0.0,0.2
2018-02-24,-4.58,1.35,1.57,2.37,1.61,0.75,-0.08,0.0,1.11
2018-02-23,3.34,-1.18,1.25,-0.12,-1.34,0.29,0.13,0.49,0.38
2018-02-22,-6.03,-0.41,-0.52,1.21,-1.76,-0.79,0.15,-0.56,2.22
2018-02-21,-6.81,0.68,-0.68,0.81,0.1,-0.13,-1.21,-0.35,-0.17
2018-02-20,0.62,0.68,0.43,0.63,-0.12,7.86,1.45,-1.51,-0.44
2018-02-19,7.41,0.24,0.72,0.38,0.63,-0.04,2.81,-0.31,-0.65
2018-02-18,-6.09,1.96,-1.04,-0.7,-0.32,-6.08,-2.19,0.0,-0.68
2018-02-17,8.79,0.75,0.26,-0.19,0.15,-0.16,-3.76,0.0,-0.01
2018-02-16,1.41,-0.88,0.28,0.22,0.76,0.26,0.43,0.41,-0.31
2018-02-15,5.92,0.87,-0.4,-1.14,0.29,0.91,0.94,0.0,-0.3
2018-02-14,10.97,-0.18,0.37,-2.52,-0.3,0.07,1.78,0.52,-0.17
2018-02-13,-4.09,-0.72,0.4,0.09,1.39,0.95,-3.15,-0.62,-0.38
2018-12-02,10.17,2.62,-0.69,0.18,0.21,-0.51,0.58,0.41,0.47
2018-11-02,-5.58,1.16,0.51,0.68,0.38,1.2,-0.09,0.21,-0.01
2018-10-02,-1.61,-0.25,-0.77,-1.01,0.26,0.19,-0.54,-0.28,-0.14
2018-09-02,6.56,-0.72,0.33,0.29,0.49,8.14,0.3,0.0,0.22
2018-08-02,7.5,0.76,0.32,-0.26,-0.39,-6.76,1.33,-0.44,0.62
2018-07-02,-1.38,-0.31,-0.54,-1.28,-1.09,-0.54,0.32,-0.48,-0.3
2018-06-02,10.99,-0.33,-0.32,0.6,0.98,1.41,0.13,0.0,0.02
2018-05-02,-15.61,0.91,1.09,0.57,-0.23,0.17,0.88,-0.44,-0.31
2018-04-02,-11.03,0.71,0.47,0.79,0.47,7.7,0.5,0.31,0.11
2018-03-02,3.91,-0.17,1.85,-0.72,0.5,-0.04,0.21,-0.24,-1.24
2018-02-02,-3.14,-1.44,-0.64,-0.91,0.83,-6.72,0.42,-0.54,0.46
2018-01-02,-10.56,1.93,-0.22,-0.48,0.9,0.25,1.96,-0.64,-0.33
2018-01-31,0.98,1.92,-1.42,0.72,-1.46,-0.22,-0.27,2.96,0.05
2018-01-30,-9.59,0.06,-1.05,0.12,1.39,-0.04,-3.66,2.15,0.43
2018-01-29,-4.67,-0.8,-0.78,-0.39,-1.31,-0.73,0.28,-0.32,-0.5
2018-01-28,2.86,-0.04,-0.19,-0.73,0.84,0.41,2.58,0.0,-0.33
2018-01-27,3.14,-0.13,0.14,0.09,-1.25,0.64,1.3,0.49,0.8
2018-01-26,-0.76,1.2,-0.21,-1.07,-0.32,-2.04,2.15,0.71,-0.93
2018-01-25,-2.18,-1.7,-0.21,-0.5,1.91,0.38,-2.28,0.18,0.53
2018-01-24,5.04,1.95,0.53,-0.42,-0.16,-0.54,-1.66,0.0,0.64
2018-01-23,0.35,-0.85,0.03,-0.89,0.7,0.35,0.21,0.18,-0.86
2018-01-22,-6.3,-0.04,0.68,-1.39,-1.26,-0.83,1.21,0.0,-0.57
2018-01-21,-9.83,-0.86,0.29,-0.33,-0.69,-0.34,3.28,-0.6,0.65
2018-01-20,11.04,1.45,1.27,1.51,0.34,1.26,9.31,-0.56,1.09
2018-01-19,2.98,-0.7,-0.54,-0.26,-1.73,-0.54,-3.93,0.0,0.03
2018-01-18,0.47,-1.71,1.69,0.48,0.04,-0.06,2.21,-0.98,-0.0
2018-01-17,-1.49,-0.02,-1.1,-0.07,-0.32,0.71,-4.0,1.27,-0.38
2018-01-16,-17.05,-1.94,-0.42,1.21,-0.41,-0.38,0.04,0.0,1.01
2018-01-15,0.02,-1.37,-0.5,-0.54,0.26,-1.36,-0.15,-0.81,-0.06
2018-01-14,-4.18,0.65,1.17,-0.6,0.66,-0.25,1.14,0.46,-1.48
2018-01-13,2.92,-0.2,-0.7,0.72,-0.01,1.05,3.94,-0.49,1.47
2018-12-01,2.6,0.22,-0.16,-1.75,0.23,5.06,0.59,-0.49,-2.45
2018-11-01,-10.02,-0.02,-0.11,-0.97,0.97,-5.68,-0.33,0.0,-0.22
2018-10-01,1.79,-1.2,1.03,-0.84,-0.07,-1.65,-0.52,0.0,-0.01
2018-09-01,-1.32,0.08,-0.12,-0.24,2.3,0.09,5.75,-0.21,0.3
2018-08-01,-7.71,0.65,0.36,0.04,-1.18,0.03,-0.21,0.42,0.42
2018-07-01,-5.5,-0.08,0.02,0.6,-0.25,-0.58,-2.8,2.36,-0.0
2018-06-01,1.28,-0.3,0.68,-0.18,0.61,-0.5,-1.35,0.36,-0.24
2018-05-01,11.69,0.55,-0.17,0.34,-0.61,-0.05,0.64,-0.57,-0.2
2018-04-01,0.15,-0.32,-1.86,0.87,0.32,0.31,0.2,0.29,0.52
2018-03-01,2.73,0.26,-0.64,-0.18,0.36,0.33,1.86,0.0,-0.16
2018-02-01,9.74,0.59,2.33,0.48,-1.55,-3.31,-1.32,0.43,-0.14
2018-01-01,-2.93,2.23,0.58,-0.4,0.9,-0.68,-1.5,1.91,-0.52
2017-12-31,10.52,-0.87,-0.12,0.11,-1.62,-0.04,-2.85,0.26,0.2
2017-12-30,-12.93,0.5,1.13,0.06,-0.3,-0.31,-0.41,0.0,-0.06
2017-12-29,-0.04,-0.29,-1.3,0.17,1.1,-1.85,-3.78,0.74,-0.14
2017-12-28,-6.6,1.26,0.3,0.16,-0.18,0.14,-2.05,0.6,0.22
2017-12-27,-2.16,3.42,-0.33,1.34,0.69,-0.31,1.1,1.28,0.19
2017-12-26,13.9,-1.43,-1.26,-1.16,2.44,1.48,-1.56,-1.45,-0.55
2017-12-25,0.32,3.69,-1.32,-0.09,-0.0,1.07,-1.11,-0.33,0.28
2017-12-24,-4.21,0.13,-0.98,0.17,1.07,-0.25,-0.65,0.67,-0.08
2017-12-23,5.35,0.33,-0.26,-0.41,-1.88,0.53,0.83,0.0,0.47
2017-12-22,-12.58,4.6,0.7,0.13,-1.47,0.41,-2.27,0.0,-0.29
2017-12-21,-5.04,-2.58,-0.24,-0.38,0.4,-0.53,2.6,0.45,0.04
2017-12-20,-6.06,-0.88,-0.07,-0.96,0.56,1.09,0.7,-0.6,-0.09
2017-12-19,-7.64,-0.02,2.06,-0.35,-1.13,-0.44,-0.81,1.32,0.86
2017-12-18,-0.49,-1.74,-0.19,-0.14,1.72,-0.04,-0.18,0.0,0.02
2017-12-17,-1.45,1.39,-0.25,0.46,-1.43,-0.13,0.52,-2.86,0.31
2017-12-16,9.89,1.38,1.08,-0.31,-0.04,0.5,-1.2,0.0,-0.64
2017-12-15,6.9,-1.47,-0.39,0.93,-1.09,0.52,-1.09,0.0,-0.13
2017-12-14,1.11,3.42,0.76,-0.16,0.77,0.11,3.09,-0.4,0.16
2017-12-13,-4.67,-0.28,-0.69,0.04,-0.25,-0.14,-1.25,0.77,0.16
2017-12-12,2.1,-0.41,0.5,3.42,1.37,0.35,1.22,0.0,-0.12
2017-11-12,11.11,-1.22,1.13,0.09,0.68,-0.14,2.34,-0.59,0.03
2017-10-12,1.46,-0.59,-0.26,0.96,0.95,-0.33,-0.25,3.56,-0.3
2017-09-12,-7.5,-0.16,-0.9,0.62,0.84,0.72,1.18,0.19,0.46
2017-08-12,-4.76,2.49,0.5,-0.55,2.46,-0.08,0.86,0.0,-0.36
2017-07-12,22.55,-0.16,-1.18,-0.48,3.98,-1.2,1.66,0.0,0.43
2017-06-12,17.85,-1.61,-1.0,0.7,-1.11,-0.06,5.33,0.0,-0.14
2017-05-12,0.37,-3.09,0.06,0.13,-0.67,-3.21,-2.74,-0.83,0.24
2017-04-12,3.36,-0.04,-0.13,0.21,-1.85,-0.33,3.26,0.34,-0.09
